key_0,business_code,cust_number,name_customer,Predicted_payment_date,business_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,Delay,delay_bucket
26699,CA02,20012891,Global Tech Solutions,2018-10-13,2020.0,198088531.0,2019-04-16,2019-05-31,2019-04-03,2019-02-04,USD,RV,1.0,509295.63,2019-12-10,COD,198088531.0,1,-114,no delay
26703,U002,20002966,Synergy Innovations,2020-01-12,2020.0,197803534.0,2019-12-04,2019-02-13,2019-12-03,2019-10-26,USD,RV,1.0,221186.61,2019-03-31,PIA,197803534.0,1,78,60 to 100 days of delay
26707,U007,20058704,Advantage Solutions,2019-11-15,2020.0,199287999.0,2019-06-19,2019-01-19,2020-05-13,2019-07-18,USD,RV,1.0,31850.34,2020-05-13,"2/10, Net 30",199287999.0,1,120,more than 100 days of delay
26711,U002,20056328,Echelon Industries,2019-08-26,2020.0,198673481.0,2020-02-17,2019-10-29,2019-03-08,2019-01-16,USD,RV,1.0,428822.42,2019-05-25,Subscription,198673481.0,0,222,more than 100 days of delay
26715,U013,20000704,Skyline Innovations,2019-05-10,2019.0,195602836.0,2019-01-19,2019-01-14,2019-11-15,2020-02-13,CAD,RV,1.0,71856.19,2019-07-04,Disposable,195602836.0,1,-279,no delay
26719,U007,20072946,Innovatech Solutions,2019-12-12,2020.0,195253449.0,2020-01-05,2020-03-16,2019-09-26,2020-05-16,CAD,RV,1.0,16246.9,2019-12-21,1/15 Prox,195253449.0,1,-156,no delay
26723,U002,20044604,Elite Systems Group,2020-04-13,2019.0,192386590.0,2019-10-20,2020-02-03,2020-02-04,2019-12-04,CAD,RV,1.0,3075.55,2020-01-21,Rental,192386590.0,1,131,more than 100 days of delay
26727,U002,20096001,Future Commerce Ltd.,2019-10-03,2019.0,199470111.0,2019-07-19,2019-12-29,2019-01-25,2019-06-10,CAD,RV,1.0,54868.69,2019-08-03,45 EOM,199470111.0,1,115,more than 100 days of delay
26731,CA02,20076699,Innovatech Solutions,2019-10-15,2020.0,190107451.0,2019-07-02,2020-02-17,2019-09-28,2019-11-10,CAD,RV,1.0,706935.28,2020-04-03,PID,190107451.0,0,-26,no delay
26735,CA02,20083603,Titanium Technologies,2019-05-03,2020.0,191015968.0,2020-05-13,2019-03-21,2019-03-28,2019-12-07,USD,RV,1.0,412238.88,2019-12-11,1/90 Prox,191015968.0,0,-218,no delay
26739,U005,20013138,BlueWave Enterprises,2019-09-04,2020.0,196847677.0,2019-06-19,2019-07-07,2019-09-22,2019-06-10,USD,RV,1.0,6390.4,2019-08-27,Pre-Payment,196847677.0,1,86,60 to 100 days of delay
26743,U007,20029428,ProTech Partners,2019-04-24,2019.0,194863517.0,2019-07-23,2019-08-23,2019-06-02,2019-05-18,USD,RV,1.0,5054.8,2019-03-04,Pro-Rata,194863517.0,1,-24,no delay
26747,U005,20026670,Alliance Enterprises,2019-10-05,2020.0,190290051.0,2020-01-25,2020-04-07,2019-02-20,2020-01-27,CAD,RV,1.0,158564.96,2019-03-25,PIB,190290051.0,1,-114,no delay
26751,U005,20097278,Crest Business Services,2019-06-19,2020.0,196905106.0,2019-01-13,2019-05-29,2020-04-18,2020-02-17,USD,RV,1.0,2187.27,2019-02-25,1/30 EOM,196905106.0,0,-243,no delay
26755,U013,20083940,Cortex Innovations,2019-05-30,2019.0,199343573.0,2019-12-30,2019-11-08,2020-01-13,2020-01-27,USD,RV,1.0,836450.32,2019-10-11,Immediate,199343573.0,1,-242,no delay
26759,U005,20049644,Infinity Holdings,2019-08-24,2019.0,197533206.0,2019-11-26,2019-04-23,2019-09-11,2020-02-15,USD,RV,1.0,9408.16,2019-07-24,45 Prox,197533206.0,0,-175,no delay
26763,U001,20091044,Future Commerce Ltd.,2019-06-12,2020.0,199841751.0,2020-04-24,2019-03-28,2020-04-15,2019-03-24,USD,RV,1.0,76533.73,2020-01-25,Out-of-Pocket,199841751.0,1,80,60 to 100 days of delay
26767,U002,20025434,Vertex Solutions Inc.,2019-04-24,2020.0,194088574.0,2019-10-10,2020-02-11,2019-03-12,2019-05-20,USD,RV,1.0,51506.16,2019-11-26,45 Prox,194088574.0,0,-26,no delay
26771,CA02,20004722,Pioneer Industries,2019-09-23,2020.0,194093285.0,2020-04-08,2020-02-11,2020-02-03,2019-09-26,CAD,RV,1.0,317209.42,2019-07-01,Pre-Payment,194093285.0,0,-3,no delay
26775,CA02,20051523,Echelon Industries,2019-06-03,2019.0,196859432.0,2019-12-12,2019-12-17,2019-01-14,2019-07-28,CAD,RV,1.0,79541.7,2020-04-20,1/30 EOM,196859432.0,0,-55,no delay
26779,U001,20031989,Skyline Innovations,2020-01-11,2020.0,198968151.0,2020-03-19,2019-04-10,2019-05-25,2019-08-23,CAD,RV,1.0,24980.81,2019-04-21,Net 75,198968151.0,0,141,more than 100 days of delay
26783,U013,20086300,NextGen Solutions,2019-07-09,2020.0,194505363.0,2019-03-13,2020-03-22,2019-04-12,2020-03-15,USD,RV,1.0,91890.51,2019-12-08,1/10 Prox,194505363.0,0,-250,no delay
26787,U005,20014061,Nexus Networks,2019-08-13,2020.0,196235712.0,2019-08-13,2019-05-01,2019-07-17,2019-07-04,CAD,RV,1.0,45063.41,2019-11-01,N90,196235712.0,1,40,30 to 45 days of delay
26791,CA02,20000127,OmniTech Solutions,2019-09-16,2020.0,194106270.0,2019-09-24,2020-04-25,2019-06-13,2020-03-31,CAD,RV,1.0,4611.31,2019-03-25,"2/20, Net 60",194106270.0,0,-197,no delay
26795,U005,20053589,Synergy Corporations,2019-12-08,2020.0,195638748.0,2019-02-16,2020-03-27,2019-02-14,2019-11-22,CAD,RV,1.0,8872.07,2020-03-27,45 Prox,195638748.0,1,16,15 to 30 days of delay
26799,CA02,20070295,ProTech Partners,2019-07-25,2019.0,194924651.0,2019-10-08,2019-07-26,2019-09-03,2019-03-31,CAD,RV,1.0,6633.49,2019-11-21,Hybrid,194924651.0,0,116,more than 100 days of delay
26803,U007,20024453,Ascend Industries,2019-06-14,2020.0,198918463.0,2019-09-12,2019-12-16,2019-01-24,2020-02-17,CAD,RV,1.0,1868.57,2020-03-22,90 EOM,198918463.0,0,-248,no delay
26807,U001,20097558,OmniTech Solutions,2019-09-03,2020.0,191192554.0,2019-10-14,2019-03-17,2019-03-03,2019-10-04,USD,RV,1.0,835482.96,2020-03-12,CIA,191192554.0,1,-31,no delay
26811,U013,20052844,Cortex Innovations,2019-03-26,2019.0,195372614.0,2020-04-04,2020-01-27,2019-12-27,2019-03-10,USD,RV,1.0,651164.29,2019-11-07,Cash,195372614.0,1,16,15 to 30 days of delay
26815,U007,20094069,InnovaTech Group,2020-01-28,2020.0,198689372.0,2019-03-15,2019-12-07,2019-05-12,2019-12-10,CAD,RV,1.0,13715.85,2019-12-19,N30,198689372.0,0,49,45 to 60 days of delay
26819,U001,20065355,Global Ventures,2019-11-28,2019.0,196148718.0,2019-10-27,2019-06-25,2019-11-17,2019-09-29,CAD,RV,1.0,6083.69,2019-12-20,1/30 Prox,196148718.0,0,60,60 to 100 days of delay
26823,U005,20077066,NextWave Technologies,2019-05-07,2019.0,190959655.0,2019-12-10,2020-01-02,2019-09-09,2019-05-07,USD,RV,1.0,67619.24,2020-04-10,N60,190959655.0,0,0,0 to 15 days of delay
26827,U002,20035861,Pinnacle Manufacturing,2019-08-19,2019.0,190853557.0,2019-10-19,2019-10-26,2020-05-05,2020-02-07,USD,RV,1.0,7522.19,2020-02-04,Licencing,190853557.0,1,-172,no delay
26831,U005,20030869,Skyline Innovations,2019-10-24,2020.0,191311282.0,2019-04-16,2019-12-06,2019-06-18,2020-04-13,CAD,RV,1.0,9012.82,2019-02-17,N90,191311282.0,1,-172,no delay
26835,U007,20057523,Fusion Enterprises,2020-01-09,2020.0,196351864.0,2019-04-12,2019-10-13,2019-06-06,2019-11-12,USD,RV,1.0,2758.52,2020-03-19,1/15 EOM,196351864.0,1,58,45 to 60 days of delay
26839,U007,20004005,Titanium Technologies,2019-07-28,2020.0,194779059.0,2020-01-23,2019-11-26,2019-10-17,2020-04-23,USD,RV,1.0,204543.39,2019-08-17,45 EOM,194779059.0,1,-270,no delay
26843,U013,20064515,Alliance Enterprises,2019-07-01,2020.0,190755863.0,2019-04-20,2019-07-30,2019-10-07,2019-02-19,CAD,RV,1.0,10975.66,2019-09-16,N90,190755863.0,1,132,more than 100 days of delay
26847,CA02,20073950,ProTech Partners,2019-04-16,2020.0,197031472.0,2019-11-08,2020-04-10,2020-03-25,2019-01-24,CAD,RV,1.0,8904.29,2020-03-05,Deductible,197031472.0,1,82,60 to 100 days of delay
26851,U007,20050133,Prime Logistics,2019-03-10,2020.0,199711451.0,2020-02-26,2019-06-16,2019-08-13,2020-01-23,USD,RV,1.0,682872.59,2019-05-12,Disposable,199711451.0,0,-319,no delay
26855,U005,20067267,Advanced Enterprises,2019-08-07,2020.0,192074567.0,2019-11-21,2020-04-22,2020-03-21,2019-04-05,CAD,RV,1.0,4434.64,2019-10-29,1/15 Prox,192074567.0,0,124,more than 100 days of delay
26859,U001,20000547,Spectrum Technologies,2019-07-04,2019.0,199008114.0,2019-11-10,2019-03-20,2019-11-03,2019-07-20,USD,RV,1.0,2673.56,2019-04-08,Due Upon Receipt,199008114.0,1,-16,no delay
26863,U002,20037349,BlueWave Enterprises,2019-09-25,2020.0,199835820.0,2020-02-17,2019-07-12,2019-05-05,2019-04-11,CAD,RV,1.0,987172.41,2019-07-31,Subscription,199835820.0,0,167,more than 100 days of delay
26867,U005,20047436,Future Commerce Ltd.,2019-08-09,2020.0,191039548.0,2019-02-05,2020-03-05,2020-03-18,2020-01-14,USD,RV,1.0,60574.45,2020-04-10,1/30 Prox,191039548.0,1,-158,no delay
26871,U001,20068413,Zenith Industries,2019-04-16,2019.0,190893402.0,2019-08-04,2019-03-30,2019-01-23,2019-03-16,USD,RV,1.0,515383.63,2019-06-19,1/10 Prox,190893402.0,1,31,30 to 45 days of delay
26875,CA02,20069333,BlueWave Enterprises,2019-07-09,2019.0,191308123.0,2020-03-09,2020-03-08,2019-05-02,2020-02-20,USD,RV,1.0,208860.85,2019-12-13,Net 7,191308123.0,1,-226,no delay
26879,U013,20009827,Pinnacle Manufacturing,2019-09-06,2019.0,196233539.0,2019-07-02,2019-09-10,2020-01-05,2020-05-15,CAD,RV,1.0,7006.6,2020-03-19,PID,196233539.0,1,-252,no delay
26883,U001,20010303,Peak Technologies,2019-07-29,2020.0,192061349.0,2019-10-22,2019-09-15,2019-01-28,2019-05-04,USD,RV,1.0,291027.66,2020-04-15,1/60 Prox,192061349.0,1,86,60 to 100 days of delay
26887,CA02,20062288,NextWave Technologies,2019-11-25,2020.0,195204220.0,2019-05-07,2020-04-17,2020-02-04,2020-04-10,USD,RV,1.0,622896.87,2019-11-08,Due Dates,195204220.0,1,-137,no delay
26891,CA02,20089965,Skyline Innovations,2020-01-03,2019.0,196530666.0,2019-11-07,2019-07-12,2019-05-06,2020-01-30,USD,RV,1.0,481298.78,2019-06-03,Semi-Annually,196530666.0,1,-27,no delay
26895,CA02,20071037,Quantum Enterprises,2019-06-23,2019.0,199381419.0,2019-07-22,2019-09-17,2019-10-06,2020-04-18,USD,RV,1.0,976406.17,2019-04-03,Net 15,199381419.0,1,-300,no delay
26899,U002,20075945,Ascend Industries,2019-12-22,2020.0,190570611.0,2019-06-18,2020-02-08,2019-08-25,2020-05-04,USD,RV,1.0,359029.73,2020-01-03,1/90 EOM,190570611.0,1,-134,no delay
26903,U007,20091144,Pioneer Industries,2019-07-07,2020.0,195486711.0,2019-06-20,2019-08-01,2020-04-17,2019-03-16,USD,RV,1.0,6924.09,2020-02-20,Maintenance,195486711.0,1,113,more than 100 days of delay
26907,U001,20011305,Global Tech Solutions,2019-03-21,2020.0,191664027.0,2019-02-06,2020-02-03,2019-08-26,2019-03-04,CAD,RV,1.0,9556.02,2020-01-13,60 EOM,191664027.0,1,17,15 to 30 days of delay
26911,U013,20091454,Acme Industries,2019-08-17,2020.0,196464153.0,2020-01-07,2019-02-24,2019-06-16,2019-07-16,CAD,RV,1.0,2925.67,2019-04-04,60 Prox,196464153.0,1,32,30 to 45 days of delay
26915,CA02,20040684,Fusion Enterprises,2019-07-07,2020.0,193288317.0,2020-04-26,2019-08-27,2019-04-26,2019-06-13,USD,RV,1.0,34717.69,2019-09-13,45 Prox,193288317.0,0,24,15 to 30 days of delay
26919,U013,20085138,Echelon Industries,2019-08-29,2020.0,190632010.0,2020-03-21,2019-08-01,2019-04-02,2019-08-22,CAD,RV,1.0,2478.7,2019-12-10,90 EOM,190632010.0,0,7,0 to 15 days of delay
26923,U001,20018732,Echelon Industries,2019-09-30,2019.0,199284115.0,2019-05-03,2019-08-28,2019-10-13,2019-05-23,CAD,RV,1.0,9785.66,2020-03-19,Disposable,199284115.0,1,130,more than 100 days of delay
26927,U002,20024822,Innovatech Solutions,2019-08-10,2019.0,199083813.0,2019-07-27,2019-08-12,2019-01-25,2019-06-25,USD,RV,1.0,966902.1,2019-04-14,Monthly,199083813.0,0,46,45 to 60 days of delay
26931,U001,20098535,Ultimate Solutions,2019-06-03,2020.0,195143514.0,2019-12-29,2019-12-08,2020-03-14,2019-04-26,CAD,RV,1.0,4975.66,2019-02-15,Net 45,195143514.0,1,38,30 to 45 days of delay
26935,U013,20025120,Pioneer Industries,2019-04-16,2020.0,199465583.0,2020-04-13,2020-02-20,2019-03-02,2019-05-20,USD,RV,1.0,1446.22,2020-02-07,CIA,199465583.0,1,-34,no delay
26939,U002,20058009,Crest Business Services,2019-10-06,2019.0,196995746.0,2020-03-20,2019-10-21,2019-02-15,2020-03-20,CAD,RV,1.0,3890.9,2020-04-06,Fixed,196995746.0,1,-166,no delay
26943,U013,20018449,Future Commerce Ltd.,2019-07-10,2020.0,190789972.0,2019-08-18,2019-09-26,2020-03-10,2019-03-29,CAD,RV,1.0,7162.42,2019-12-10,PIB,190789972.0,0,103,more than 100 days of delay
26947,U002,20050907,Elite Systems Group,2019-08-24,2020.0,195287087.0,2019-10-20,2019-02-26,2020-03-28,2019-06-28,USD,RV,1.0,1622.23,2019-12-22,1/90 EOM,195287087.0,1,57,45 to 60 days of delay
26951,CA02,20093278,Velocity Solutions,2019-04-24,2020.0,190017746.0,2020-03-18,2019-09-22,2019-07-15,2019-02-21,USD,RV,1.0,9590.25,2019-09-24,1/60 Prox,190017746.0,1,62,60 to 100 days of delay
26955,U013,20016381,Prime Innovations,2019-03-21,2020.0,193618791.0,2019-12-23,2019-01-12,2019-06-07,2019-05-06,USD,RV,1.0,7547.24,2019-01-30,PPD,193618791.0,1,-46,no delay
26959,U002,20012565,Vanguard Ventures,2019-09-17,2020.0,197619458.0,2019-03-13,2019-12-20,2020-01-21,2019-08-11,USD,RV,1.0,796586.1,2019-12-18,Fixed,197619458.0,0,37,30 to 45 days of delay
26963,U013,20050749,InnovaTech Group,2020-02-07,2020.0,191632508.0,2019-12-07,2019-04-25,2020-04-03,2020-04-11,USD,RV,1.0,120339.86,2019-04-25,"2/20, Net 60",191632508.0,1,-64,no delay
26967,CA02,20013938,Summit Technologies,2019-10-26,2020.0,195358992.0,2020-01-01,2020-04-03,2019-06-28,2019-10-15,CAD,RV,1.0,99960.31,2019-01-25,Lease-to-Own,195358992.0,0,11,0 to 15 days of delay
26971,U007,20037629,Pioneer Industries,2019-06-20,2019.0,193780560.0,2020-04-02,2019-09-28,2020-03-26,2019-03-01,USD,RV,1.0,443638.74,2019-12-28,1/90 Prox,193780560.0,0,111,more than 100 days of delay
26975,U001,20019841,Echelon Industries,2019-05-31,2019.0,192237789.0,2019-05-30,2020-01-02,2019-10-13,2019-01-17,CAD,RV,1.0,527446.81,2020-01-13,Quarterly,192237789.0,1,134,more than 100 days of delay
26979,U013,20012327,Vertex Solutions Inc.,2019-08-10,2020.0,199736602.0,2019-06-18,2019-08-06,2020-01-03,2019-05-10,CAD,RV,1.0,6129.26,2019-02-24,Semi-Annually,199736602.0,0,92,60 to 100 days of delay
26983,CA02,20019993,Global Ventures,2019-08-22,2019.0,194340799.0,2019-10-05,2019-01-13,2019-03-18,2019-07-31,USD,RV,1.0,51328.14,2019-03-30,PIB,194340799.0,1,22,15 to 30 days of delay
26987,U007,20018549,Advantage Solutions,2019-11-15,2019.0,191109265.0,2019-07-30,2019-08-28,2019-02-01,2020-03-24,CAD,RV,1.0,32888.06,2020-03-02,PIA,191109265.0,1,-130,no delay
26991,U005,20059725,Crest Business Services,2019-10-05,2019.0,190784404.0,2019-02-16,2019-10-29,2019-08-26,2019-09-26,CAD,RV,1.0,2159.29,2019-11-06,Tiered,190784404.0,1,9,0 to 15 days of delay
26995,U001,20018150,Titanium Technologies,2019-11-15,2019.0,193660874.0,2019-12-16,2019-08-26,2020-02-28,2020-02-28,CAD,RV,1.0,25017.78,2019-09-19,Quarterly,193660874.0,0,-105,no delay
26999,U001,20060275,Nexus Networks,2019-09-29,2020.0,193735571.0,2020-02-07,2019-06-03,2019-06-23,2020-04-24,CAD,RV,1.0,1335.31,2019-03-05,Hybrid,193735571.0,0,-208,no delay
27003,U002,20079111,Enterprise Innovations,2019-08-26,2019.0,198787674.0,2019-12-22,2020-03-27,2019-12-19,2020-01-30,USD,RV,1.0,150950.35,2019-04-27,Due Dates,198787674.0,0,-157,no delay
27007,U007,20060948,Enterprise Innovations,2019-11-28,2020.0,190308626.0,2019-05-21,2019-02-14,2020-04-12,2019-10-21,CAD,RV,1.0,1597.27,2019-08-12,In Advance,190308626.0,0,38,30 to 45 days of delay
27011,U001,20088298,MetroTech Solutions,2019-05-24,2020.0,190091067.0,2020-01-10,2019-01-13,2019-04-20,2019-02-13,USD,RV,1.0,163391.72,2019-07-29,Subscription,190091067.0,1,100,
27015,U001,20058973,Prime Innovations,2019-07-19,2019.0,190137685.0,2019-05-29,2019-05-03,2019-06-22,2019-04-12,USD,RV,1.0,3351.66,2019-12-18,90 EOM,190137685.0,0,98,60 to 100 days of delay
27019,U005,20079333,Alliance Enterprises,2019-05-27,2019.0,196844741.0,2019-09-22,2019-04-29,2019-11-07,2019-02-21,CAD,RV,1.0,5872.27,2019-02-16,45 Prox,196844741.0,0,95,60 to 100 days of delay
27023,U001,20054232,Skyline Innovations,2019-06-17,2019.0,191361835.0,2020-02-24,2019-10-11,2019-12-21,2020-02-05,CAD,RV,1.0,7304.33,2019-01-17,90 Prox,191361835.0,0,-233,no delay
27027,CA02,20050213,Optimum Tech Partners,2019-05-03,2020.0,199407816.0,2019-04-22,2020-05-14,2019-12-25,2019-04-26,CAD,RV,1.0,72503.03,2019-04-04,N90,199407816.0,0,7,0 to 15 days of delay
27031,U002,20017639,Nexus Networks,2019-12-14,2019.0,192339605.0,2020-04-15,2020-04-12,2019-12-15,2019-09-24,USD,RV,1.0,122863.19,2019-01-12,Post-Payment,192339605.0,0,81,60 to 100 days of delay
27035,U002,20004525,Infinity Holdings,2019-06-01,2019.0,192620027.0,2019-10-02,2019-09-05,2020-02-12,2019-02-16,CAD,RV,1.0,9566.19,2019-10-04,Monthly,192620027.0,1,105,more than 100 days of delay
27039,CA02,20032949,Alliance Enterprises,2019-03-25,2019.0,192334083.0,2020-03-05,2020-04-21,2019-03-15,2019-02-09,USD,RV,1.0,871660.55,2019-06-14,90 Prox,192334083.0,1,44,30 to 45 days of delay
27043,CA02,20042578,NextWave Technologies,2019-10-29,2019.0,198181150.0,2020-02-22,2020-05-04,2020-04-26,2019-11-23,USD,RV,1.0,9912.37,2020-02-17,Fixed,198181150.0,0,-25,no delay
27047,U013,20028040,Spectrum Technologies,2019-05-07,2019.0,196742411.0,2019-06-01,2019-10-06,2019-02-16,2019-08-16,USD,RV,1.0,74271.06,2019-04-12,Subscription,196742411.0,0,-101,no delay
27051,U007,20065716,NextWave Technologies,2020-01-08,2020.0,197108630.0,2019-09-11,2020-01-16,2019-03-15,2019-09-04,USD,RV,1.0,6721.35,2019-09-09,"2/10, Net 30",197108630.0,1,126,more than 100 days of delay
27055,CA02,20076873,Global Tech Solutions,2020-01-29,2019.0,192579223.0,2019-07-27,2019-12-04,2019-12-01,2019-11-17,USD,RV,1.0,51197.13,2019-02-14,COD,192579223.0,0,73,60 to 100 days of delay
27059,U005,20022324,Horizon Holdings,2019-05-25,2019.0,197537029.0,2019-07-15,2019-10-28,2019-10-21,2019-04-11,CAD,RV,1.0,483801.04,2019-05-01,N60,197537029.0,0,44,30 to 45 days of delay
27063,U007,20088015,Enterprise Innovations,2019-06-13,2020.0,190437265.0,2020-01-04,2019-08-25,2020-01-31,2019-01-15,USD,RV,1.0,81743.26,2020-03-15,1/90 EOM,190437265.0,1,149,more than 100 days of delay
27067,CA02,20055761,Crest Business Services,2019-07-29,2020.0,198674685.0,2019-07-17,2019-10-24,2019-11-24,2019-04-14,USD,RV,1.0,359451.12,2019-07-27,Rental,198674685.0,1,106,more than 100 days of delay
27071,U013,20057535,Global Ventures,2019-07-12,2020.0,199120585.0,2019-10-21,2019-04-14,2019-07-25,2019-05-18,USD,RV,1.0,3053.43,2020-05-16,Co-Pay,199120585.0,0,55,45 to 60 days of delay
27075,U013,20078044,NextGen Solutions,2019-08-27,2020.0,192516848.0,2019-10-10,2019-01-19,2020-02-05,2020-03-11,CAD,RV,1.0,6328.87,2019-07-01,Net 75,192516848.0,0,-197,no delay
27079,U013,20090475,Enterprise Innovations,2019-12-17,2020.0,190330745.0,2019-04-26,2020-02-17,2020-02-11,2019-08-26,USD,RV,1.0,2844.37,2019-02-13,Pro-Rata,190330745.0,0,113,more than 100 days of delay
27083,U007,20067732,Unified Ventures,2019-07-05,2020.0,191350234.0,2019-06-05,2020-02-22,2019-04-14,2019-08-30,USD,RV,1.0,6598.83,2019-11-19,Escrow,191350234.0,1,-56,no delay
27087,U013,20062052,NextWave Technologies,2019-10-25,2020.0,197636065.0,2019-02-15,2020-01-16,2020-01-07,2020-01-27,USD,RV,1.0,8593.99,2019-06-12,1/60 EOM,197636065.0,0,-94,no delay
27091,U001,20003921,Pioneer Industries,2019-07-20,2019.0,190644496.0,2019-08-27,2020-02-03,2019-01-13,2019-07-21,CAD,RV,1.0,677044.14,2019-08-26,Cash,190644496.0,1,-1,no delay
27095,U005,20092433,Alliance Enterprises,2019-06-06,2019.0,193887454.0,2020-02-09,2020-02-03,2019-09-08,2019-07-20,USD,RV,1.0,64495.73,2020-02-29,Immediate,193887454.0,1,-44,no delay
27099,U013,20066929,Advanced Enterprises,2020-03-11,2019.0,193987883.0,2019-09-22,2020-03-06,2019-11-04,2019-09-07,USD,RV,1.0,8288.33,2019-03-04,1/90 EOM,193987883.0,1,186,more than 100 days of delay
27103,CA02,20015531,Enterprise Innovations,2018-12-27,2020.0,198877187.0,2019-07-25,2020-02-12,2020-01-13,2020-02-01,USD,RV,1.0,724646.24,2019-01-12,1/10 Prox,198877187.0,0,-401,no delay
27107,U005,20040276,Global Tech Solutions,2019-09-07,2019.0,195276147.0,2019-03-19,2019-12-03,2020-04-03,2020-01-23,CAD,RV,1.0,349404.76,2020-02-02,"2/10, Net 30",195276147.0,1,-138,no delay
27111,U005,20098101,BlueWave Enterprises,2019-09-08,2020.0,199648807.0,2019-10-15,2019-05-25,2019-07-07,2019-05-17,CAD,RV,1.0,4583.2,2019-05-18,1/90 EOM,199648807.0,0,114,more than 100 days of delay
27115,CA02,20057184,Titanium Technologies,2019-04-06,2020.0,196599774.0,2019-06-17,2020-02-09,2019-01-30,2019-05-05,USD,RV,1.0,870797.13,2019-12-23,Out-of-Pocket,196599774.0,1,-29,no delay
27119,U002,20027921,Fusion Enterprises,2019-06-29,2020.0,197290673.0,2019-06-06,2019-09-10,2019-03-11,2019-03-14,CAD,RV,1.0,4752.88,2019-10-21,Rental,197290673.0,1,107,more than 100 days of delay
27123,U005,20071726,Fortune Solutions,2019-10-30,2020.0,197966511.0,2019-03-21,2020-01-29,2019-03-23,2019-11-17,CAD,RV,1.0,381820.31,2019-10-28,Escrow,197966511.0,1,-18,no delay
27127,CA02,20005452,ProTech Partners,2019-09-23,2019.0,198873239.0,2019-01-17,2019-03-27,2019-06-05,2019-10-12,CAD,RV,1.0,414203.85,2019-01-22,Deductible,198873239.0,0,-19,no delay
27131,U013,20024696,Pioneer Industries,2019-06-28,2019.0,199299249.0,2019-03-30,2020-04-05,2019-09-01,2020-03-04,USD,RV,1.0,993880.57,2019-10-11,Pro-Rata,199299249.0,0,-250,no delay
27135,CA02,20025229,Alliance Enterprises,2018-12-18,2020.0,196974126.0,2019-05-14,2020-03-13,2020-03-04,2019-03-16,CAD,RV,1.0,968714.85,2019-09-24,1/60 EOM,196974126.0,1,-88,no delay
27139,U007,20027697,Alliance Enterprises,2019-07-14,2019.0,196275457.0,2019-07-16,2019-02-21,2019-12-09,2019-06-12,USD,RV,1.0,49206.92,2019-08-31,PIB,196275457.0,0,32,30 to 45 days of delay
27143,U013,20047189,Cortex Innovations,2019-09-26,2020.0,195267989.0,2020-04-21,2019-09-16,2019-03-11,2019-12-29,CAD,RV,1.0,713869.23,2020-04-09,PIA,195267989.0,1,-94,no delay
27147,CA02,20097695,Spectrum Technologies,2019-07-10,2020.0,190616181.0,2019-03-07,2019-11-24,2019-09-20,2019-08-18,USD,RV,1.0,720081.49,2019-05-03,N90,190616181.0,0,-39,no delay
27151,U001,20042515,Cortex Innovations,2019-08-24,2020.0,198292702.0,2019-12-12,2019-01-20,2019-04-19,2019-06-09,CAD,RV,1.0,4476.17,2019-05-06,Cash,198292702.0,0,76,60 to 100 days of delay
27155,CA02,20072840,Synergy Corporations,2019-08-28,2019.0,195509830.0,2020-05-07,2019-09-14,2020-03-03,2019-07-17,CAD,RV,1.0,85922.53,2019-08-18,1/15 Prox,195509830.0,0,42,30 to 45 days of delay
27159,CA02,20032969,Summit Technologies,2019-02-09,2020.0,192966893.0,2020-04-09,2020-05-03,2019-08-05,2019-03-10,CAD,RV,1.0,38105.38,2019-04-22,45 Prox,192966893.0,0,-29,no delay
27163,U005,20080172,MetroTech Solutions,2019-09-24,2020.0,194743704.0,2019-02-28,2019-06-29,2019-12-17,2020-02-01,USD,RV,1.0,164868.85,2019-02-12,Weekly,194743704.0,1,-130,no delay
